name,gst_number,email,phone,address,_test_case
Skyline Electricals,27XEQZA3138I5ZU,vendor1475@vendormail.test,9104667151,"187 Commercial Complex, Maharashtra",
Falcon IT Services,,vendor1476@vendormail.test,9787658323,"64 Industrial Estate, Chhattisgarh",
Nimbus Packaging,,vendor1477@vendormail.test,9285819827,"633 Commercial Complex, Madhya Pradesh",
Emerald Freight,,vendor1478@vendormail.test,9686861353,"935 Industrial Estate, Gujarat",
Anchor Security Services,04SZLKT5780A4Z6,vendor1479@vendormail.test,9979864884,"744 Industrial Estate, Chandigarh",
Skyline Print Works,09CEPVY9396X7ZU,vendor1480@vendormail.test,9442546784,"880 Industrial Estate, Uttar Pradesh",
Sunrise Textiles,37WPPXA9126X9ZN,vendor1481@vendormail.test,9770707989,"810 Industrial Estate, Andhra Pradesh",
Crestline Consultants,05QARUP3975L1ZE,vendor1482@vendormail.test,9533291265,"383 Commercial Complex, Uttarakhand",
Fusion Engineering,22HJQOZ9116V1ZV,vendor1483@vendormail.test,9523370291,"61 Commercial Complex, Chhattisgarh",
Reliable Distributors,23STVDO1108Y1Z1,vendor1484@vendormail.test,9507515257,"848 Industrial Estate, Madhya Pradesh",
Horizon Office Supplies,,vendor1485@vendormail.test,9171767414,"676 Commercial Complex, Kerala",
Metro Logistics,,vendor1486@vendormail.test,9506375173,"416 Industrial Estate, Odisha",
Emerald Hosting,,vendor1487@vendormail.test,9413394263,"711 Commercial Complex, Bihar",
Greenfield Stationery,,vendor1488@vendormail.test,9733369355,"94 Market Road, Tamil Nadu",
Everest Advertising,08TXVWZ6376O6ZX,vendor1489@vendormail.test,9382240827,"403 Industrial Estate, Rajasthan",
Greenfield Electricals,09UEAFW9954F5Z1,vendor1490@vendormail.test,9731774207,"410 Commercial Complex, Uttar Pradesh",
Bluepeak IT Services,33UYVCM6246Q9ZC,vendor1491@vendormail.test,9409718326,"111 Commercial Complex, Tamil Nadu",
Silverline Packaging,20ZYNGC7395D4Z2,vendor1492@vendormail.test,9757629721,"58 Industrial Estate, Jharkhand",
Apex Freight,,vendor1493@vendormail.test,9323647465,"901 Industrial Estate, Karnataka",
Northstar Security Services,,vendor1494@vendormail.test,9416008913,"221 Industrial Estate, Bihar",
Crestline Print Works,07HWIVP1500B8ZL,vendor1495@vendormail.test,9467905198,"411 Commercial Complex, Delhi",
Emerald Textiles,,vendor1496@vendormail.test,9698090760,"497 Industrial Estate, Andhra Pradesh",
CloudNet Consultants,30FKLNF2207U6ZG,vendor1497@vendormail.test,9945573123,"54 Commercial Complex, Goa",
Nimbus Engineering,22LYZPU4305X3ZI,vendor1498@vendormail.test,9391316667,"892 Market Road, Chhattisgarh",
Greenfield Distributors,21CKIUP2937Z3ZB,vendor1499@vendormail.test,9999243099,"620 Commercial Complex, Odisha",
Reliable Office Supplies,01XNQRX4332R9ZI,vendor1500@vendormail.test,9504873371,"861 Market Road, Jammu and Kashmir",
Delta Logistics,09YGKMT9534N9ZZ,vendor1501@vendormail.test,9746954865,"893 Industrial Estate, Uttar Pradesh",
Zenith Hosting,,vendor1502@vendormail.test,9555133756,"238 Market Road, Madhya Pradesh",
Anchor Stationery,10DSIAS5674T1ZS,vendor1503@vendormail.test,9948206237,"299 Commercial Complex, Bihar",
Delta Advertising,21BDHID7749C1ZV,vendor1504@vendormail.test,9371168021,"472 Market Road, Odisha",
Apex Electricals,09XLZWG3030I7ZA,vendor1505@vendormail.test,9356875262,"460 Market Road, Uttar Pradesh",
Apex IT Services,,vendor1506@vendormail.test,9345229455,"322 Commercial Complex, Jammu and Kashmir",
Zenith Packaging,,vendor1507@vendormail.test,9840062971,"118 Market Road, Karnataka",
Meridian Freight,30QNMAS6869A2ZM,vendor1508@vendormail.test,9718173931,"670 Market Road, Goa",
Northstar Security Services,29QZKYV8833W5ZZ,vendor1509@vendormail.test,9974533152,"251 Industrial Estate, Karnataka",
Redwood Print Works,,vendor1510@vendormail.test,9617959719,"69 Market Road, Andhra Pradesh",
Greenfield Textiles,20TTWKK4808Z4Z9,vendor1511@vendormail.test,9521259516,"213 Market Road, Jharkhand",
Nimbus Consultants,07DUDRP7903J1ZQ,vendor1512@vendormail.test,9532073757,"407 Commercial Complex, Delhi",
Emerald Engineering,,vendor1513@vendormail.test,9622387228,"464 Industrial Estate, Maharashtra",
Redwood Distributors,19HZUVZ6512J2ZI,vendor1514@vendormail.test,9216970439,"669 Commercial Complex, West Bengal",
Greenfield Office Supplies,24QWSWQ5172Q3Z8,vendor1515@vendormail.test,9109826655,"940 Industrial Estate, Gujarat",
Emerald Logistics,,vendor1516@vendormail.test,9983494857,"20 Commercial Complex, Haryana",
CloudNet Hosting,,vendor1517@vendormail.test,9127791951,"296 Market Road, Sikkim",
Fusion Stationery,20QPACE4579G2ZU,vendor1518@vendormail.test,9242842950,"826 Commercial Complex, Jharkhand",
Sunrise Advertising,,vendor1519@vendormail.test,9436361114,"653 Commercial Complex, Chandigarh",
Reliable Electricals,09SDLKV3859P8ZM,vendor1520@vendormail.test,9963640360,"248 Industrial Estate, Uttar Pradesh",
CloudNet IT Services,,vendor1521@vendormail.test,9760943985,"319 Industrial Estate, Jharkhand",
Sunrise Packaging,09GIKJK3871S6ZD,vendor1522@vendormail.test,9885289318,"425 Commercial Complex, Uttar Pradesh",
Everest Freight,03NBQWM5025V3Z0,vendor1523@vendormail.test,9495783258,"847 Industrial Estate, Punjab",
Metro Security Services,20JXJLB2008H9ZR,vendor1524@vendormail.test,9891806615,"422 Commercial Complex, Jharkhand",
Crestline Print Works,09HBWYT3832W9ZH,vendor1525@vendormail.test,9422204584,"696 Industrial Estate, Uttar Pradesh",
Falcon Textiles,07IVGEQ8041E9Z1,vendor1526@vendormail.test,9965547172,"766 Market Road, Delhi",
Sunrise Consultants,23CTUZH8448Z6ZE,vendor1527@vendormail.test,9362920425,"757 Commercial Complex, Madhya Pradesh",
Redwood Engineering,32HCWIJ9776E5ZD,vendor1528@vendormail.test,9914124142,"355 Market Road, Kerala",
Anchor Distributors,09KJDKA8057D2ZW,vendor1529@vendormail.test,9928176917,"607 Commercial Complex, Uttar Pradesh",
Metro Office Supplies,,vendor1530@vendormail.test,9452397799,"245 Industrial Estate, Uttarakhand",
CloudNet Logistics,24HIZPG3092R1ZU,vendor1531@vendormail.test,9372918603,"689 Industrial Estate, Gujarat",
BlueWave Hosting,06UTFOY1783P9Z5,vendor1532@vendormail.test,9360850986,"16 Commercial Complex, Haryana",
Crestline Stationery,01WGHTQ4050X3ZY,vendor1533@vendormail.test,9252673338,"26 Commercial Complex, Jammu and Kashmir",
Crestline Advertising,33JJYZV9273J8ZX,vendor1534@vendormail.test,9512919874,"816 Commercial Complex, Tamil Nadu",
Bluepeak Electricals,,vendor1535@vendormail.test,9842430857,"225 Industrial Estate, Gujarat",
Northstar IT Services,27UFARC9839Q9ZW,vendor1536@vendormail.test,9918040190,"456 Market Road, Maharashtra",
Delta Packaging,06UNWRO8901F9ZP,vendor1537@vendormail.test,9748538986,"457 Market Road, Haryana",
Metro Freight,03OOVQP9562J7ZB,vendor1538@vendormail.test,9993973923,"462 Commercial Complex, Punjab",
Reliable Security Services,,vendor1539@vendormail.test,9818670790,"328 Market Road, Haryana",
Bluepeak Print Works,21AFECN9316O6Z7,vendor1540@vendormail.test,9585329991,"843 Commercial Complex, Odisha",
BlueWave Textiles,,vendor1541@vendormail.test,9134214059,"681 Industrial Estate, Gujarat",
BlueWave Consultants,32XBKXX8581J4ZB,vendor1542@vendormail.test,9779450366,"409 Commercial Complex, Kerala",
Anchor Engineering,22ZEEDQ5184Y5ZA,vendor1543@vendormail.test,9832363972,"490 Industrial Estate, Chhattisgarh",
Silverline Distributors,22COQRD3963B4ZZ,vendor1544@vendormail.test,9624305179,"932 Industrial Estate, Chhattisgarh",
Northstar Office Supplies,,vendor1545@vendormail.test,9177324913,"753 Commercial Complex, Goa",
Northstar Logistics,,vendor1546@vendormail.test,9234567004,"915 Commercial Complex, Uttar Pradesh",
Everest Hosting,,vendor1547@vendormail.test,9521235878,"426 Market Road, Andhra Pradesh",
Horizon Stationery,03ZMOJL7886L3ZB,vendor1548@vendormail.test,9683802071,"254 Industrial Estate, Punjab",
Crestline Advertising,,vendor1549@vendormail.test,9906501323,"198 Industrial Estate, Andhra Pradesh",
Silverline Electricals,36KQNEI1765B8ZS,vendor1550@vendormail.test,9174588099,"827 Market Road, Telangana",
Greenfield IT Services,,vendor1551@vendormail.test,9847038287,"275 Industrial Estate, Tamil Nadu",
BlueWave Packaging,01UDWGK3298G3ZT,vendor1552@vendormail.test,9510153087,"857 Market Road, Jammu and Kashmir",
Prime Freight,,vendor1553@vendormail.test,9224211817,"40 Commercial Complex, Chhattisgarh",
BlueWave Security Services,,vendor1554@vendormail.test,9561771935,"466 Market Road, Himachal Pradesh",
CloudNet Print Works,21NXEGO1644B8ZK,vendor1555@vendormail.test,9965778485,"623 Industrial Estate, Odisha",
Zenith Textiles,,vendor1556@vendormail.test,9766421310,"830 Market Road, Chhattisgarh",
Bluepeak Consultants,04RLTTH8021X6Z8,vendor1557@vendormail.test,9776236726,"380 Commercial Complex, Chandigarh",
Redwood Engineering,27AFTKL6246U5Z5,vendor1558@vendormail.test,9747684891,"86 Industrial Estate, Maharashtra",
Falcon Distributors,29SPQTY9671J9ZZ,vendor1559@vendormail.test,9437679388,"167 Industrial Estate, Karnataka",
Redwood Office Supplies,01HVFWA9922F1Z3,vendor1560@vendormail.test,9134657763,"3 Industrial Estate, Jammu and Kashmir",
Golden Harvest Logistics,37MILFS8113Z5ZF,vendor1561@vendormail.test,9555682171,"216 Market Road, Andhra Pradesh",
Golden Harvest Hosting,04MVVQB6717Q3ZF,vendor1562@vendormail.test,9609705335,"821 Industrial Estate, Chandigarh",
Greenfield Stationery,,vendor1563@vendormail.test,9366498891,"887 Industrial Estate, Kerala",
Orbit Advertising,,vendor1564@vendormail.test,9940492445,"969 Market Road, Himachal Pradesh",
Anchor Electricals,30ZAXNL2295D3ZX,vendor1565@vendormail.test,9639144631,"22 Commercial Complex, Goa",
Skyline IT Services,,vendor1566@vendormail.test,9164507262,"408 Commercial Complex, Rajasthan",
Crestline Packaging,,vendor1567@vendormail.test,9619377511,"130 Industrial Estate, Odisha",
Nimbus Freight,04SNANC8436N7ZO,vendor1568@vendormail.test,9494548959,"132 Industrial Estate, Chandigarh",
Reliable Security Services,20MVLBL1107M9Z0,vendor1569@vendormail.test,9664766256,"661 Commercial Complex, Jharkhand",
Prime Print Works,36VCMGW6093N9ZV,vendor1570@vendormail.test,9305546904,"652 Commercial Complex, Telangana",
Skyline Textiles,,vendor1571@vendormail.test,9285107166,"326 Commercial Complex, Sikkim",
Delta Consultants,,vendor1572@vendormail.test,9725928722,"855 Market Road, Gujarat",
Silverline Engineering,,vendor1573@vendormail.test,9617957458,"831 Industrial Estate, Tamil Nadu",
Crestline Distributors,,vendor1574@vendormail.test,9194958814,"398 Market Road, Assam",
Meridian Office Supplies,08SZQRT1493D5ZB,vendor1575@vendormail.test,9760388473,"362 Market Road, Rajasthan",
Silverline Logistics,,vendor1576@vendormail.test,9572334120,"816 Market Road, Kerala",
Emerald Hosting,30ZCPJR4645E4ZD,vendor1577@vendormail.test,9798469154,"315 Commercial Complex, Goa",
Anchor Stationery,11SKSJZ6645V4ZO,vendor1578@vendormail.test,9963665983,"797 Market Road, Sikkim",
Redwood Advertising,19DTRPZ1283N3Z9,vendor1579@vendormail.test,9889318698,"783 Market Road, West Bengal",
Everest Electricals,33SKRUF9767B6ZF,vendor1580@vendormail.test,9786018413,"535 Industrial Estate, Tamil Nadu",
Prime IT Services,,vendor1581@vendormail.test,9975824151,"582 Industrial Estate, Uttar Pradesh",
Horizon Packaging,20NSYMQ5076J8ZJ,vendor1582@vendormail.test,9416532001,"924 Market Road, Jharkhand",
Prime Freight,20MDUMH1337T7ZS,vendor1583@vendormail.test,9636630606,"309 Industrial Estate, Jharkhand",
Northstar Security Services,,vendor1584@vendormail.test,9519660558,"541 Industrial Estate, Uttarakhand",
Bluepeak Print Works,22ASQPI7891V3Z9,vendor1585@vendormail.test,9861881010,"604 Industrial Estate, Chhattisgarh",
Orbit Textiles,09NEDMF2672F6Z7,vendor1586@vendormail.test,9203269401,"134 Market Road, Uttar Pradesh",
Redwood Consultants,,vendor1587@vendormail.test,9599252000,"403 Commercial Complex, Gujarat",
CloudNet Engineering,09UQZTG8661N6ZL,vendor1588@vendormail.test,9925876143,"133 Commercial Complex, Uttar Pradesh",
Greenfield Distributors,,vendor1589@vendormail.test,9654097982,"818 Commercial Complex, West Bengal",
Redwood Office Supplies,27EMBCJ3352U9ZT,vendor1590@vendormail.test,9451869549,"267 Market Road, Maharashtra",
Delta Logistics,30VAAUL6448W9ZC,vendor1591@vendormail.test,9620438526,"426 Commercial Complex, Goa",
Skyline Hosting,23HFRDL1761P9ZP,vendor1592@vendormail.test,9310998472,"359 Market Road, Madhya Pradesh",
Skyline Stationery,30XUXJH9865R2ZY,vendor1593@vendormail.test,9116606361,"680 Industrial Estate, Goa",
Meridian Advertising,08IMSJK5293D2ZG,vendor1594@vendormail.test,9135007223,"670 Industrial Estate, Rajasthan",
Skyline Electricals,,vendor1595@vendormail.test,9338786760,"582 Market Road, Odisha",
Crestline IT Services,,vendor1596@vendormail.test,9775765290,"174 Market Road, Punjab",
Zenith Packaging,,vendor1597@vendormail.test,9964367775,"321 Market Road, Rajasthan",
Prime Freight,33ACLBX9025W2ZU,vendor1598@vendormail.test,9513579666,"663 Market Road, Tamil Nadu",
Reliable Security Services,29APRHM5135A9ZA,vendor1599@vendormail.test,9805468078,"197 Industrial Estate, Karnataka",
Emerald Print Works,,vendor1600@vendormail.test,9677522731,"610 Market Road, Andhra Pradesh",
Apex Textiles,30BKVPT6337R5ZC,vendor1601@vendormail.test,9265950157,"712 Market Road, Goa",
CloudNet Consultants,09IVQOZ9596A3ZP,vendor1602@vendormail.test,9690704434,"900 Commercial Complex, Uttar Pradesh",
Reliable Engineering,20BAAPA2968Q9Z6,vendor1603@vendormail.test,9114504498,"8 Market Road, Jharkhand",
CloudNet Distributors,11YLDZW8848U3ZJ,vendor1604@vendormail.test,9154885505,"931 Industrial Estate, Sikkim",
Sunrise Office Supplies,02ZOXLT3724G8ZY,vendor1605@vendormail.test,9795288812,"401 Industrial Estate, Himachal Pradesh",
Nimbus Logistics,03JZBPO8296A3Z3,vendor1606@vendormail.test,9887970014,"138 Market Road, Punjab",
Crestline Hosting,33PWYRK6441R4ZT,vendor1607@vendormail.test,9726798882,"172 Market Road, Tamil Nadu",
Meridian Stationery,24PXVMR6305L2ZD,vendor1608@vendormail.test,9754311545,"145 Market Road, Gujarat",
CloudNet Advertising,,vendor1609@vendormail.test,9490028812,"870 Market Road, Assam",
Zenith Electricals,05XQGRQ2596N2ZB,vendor1610@vendormail.test,9475965063,"329 Market Road, Uttarakhand",
Vertex IT Services,01SDKHP1935Z5ZE,vendor1611@vendormail.test,9560201468,"480 Market Road, Jammu and Kashmir",
Reliable Packaging,,vendor1612@vendormail.test,9800168467,"44 Industrial Estate, Haryana",
Delta Freight,23PSCIG9870C2Z9,vendor1613@vendormail.test,9761398984,"982 Industrial Estate, Madhya Pradesh",
Vertex Security Services,,vendor1614@vendormail.test,9400178172,"346 Market Road, Madhya Pradesh",
Skyline Print Works,22HGVOE4012R9ZZ,vendor1615@vendormail.test,9472153228,"753 Market Road, Chhattisgarh",
Falcon Textiles,22RZVOR6824O1ZF,vendor1616@vendormail.test,9711866515,"926 Commercial Complex, Chhattisgarh",
Skyline Consultants,,vendor1617@vendormail.test,9806088340,"681 Commercial Complex, Andhra Pradesh",
Delta Engineering,05RQIZX7121U7Z6,vendor1618@vendormail.test,9126297334,"720 Market Road, Uttarakhand",
Orbit Distributors,29SAIQC4458M3ZR,vendor1619@vendormail.test,9855612224,"192 Commercial Complex, Karnataka",
Northstar Office Supplies,,vendor1620@vendormail.test,9406492333,"804 Commercial Complex, Kerala",
Crestline Logistics,05ZIOBX8347E5ZR,vendor1621@vendormail.test,9938701411,"436 Industrial Estate, Uttarakhand",
Northstar Hosting,,vendor1622@vendormail.test,9839911153,"497 Industrial Estate, Chhattisgarh",
Falcon Stationery,22MLGXB9706G6Z2,vendor1623@vendormail.test,9241767386,"686 Market Road, Chhattisgarh",
Northstar Advertising,29CUBSV5093I8ZT,vendor1624@vendormail.test,9773830783,"789 Market Road, Karnataka",
Everest Electricals,09XDREA8810L8ZP,vendor1625@vendormail.test,9330638171,"796 Commercial Complex, Uttar Pradesh",
Orbit IT Services,,vendor1626@vendormail.test,9301041632,"954 Market Road, Andhra Pradesh",
Titan Packaging,18YJJDN6304M9ZX,vendor1627@vendormail.test,9126274515,"743 Commercial Complex, Assam",
Redwood Freight,23MEKWN2827H1ZD,vendor1628@vendormail.test,9157714453,"180 Commercial Complex, Madhya Pradesh",
Fusion Security Services,30GWGLN3232S5Z6,vendor1629@vendormail.test,9407257886,"295 Commercial Complex, Goa",
Sunrise Print Works,04RIARK4208P1Z1,vendor1630@vendormail.test,9747850402,"932 Commercial Complex, Chandigarh",
Silverline Textiles,03NPQFQ6963U6ZU,vendor1631@vendormail.test,9705427168,"287 Industrial Estate, Punjab",
Apex Consultants,04RGYDB8540O2ZF,vendor1632@vendormail.test,9658133504,"6 Industrial Estate, Chandigarh",
Ironclad Engineering,,vendor1633@vendormail.test,9848544321,"803 Commercial Complex, Odisha",
Skyline Distributors,,vendor1634@vendormail.test,9506968278,"53 Commercial Complex, Delhi",
Orbit Office Supplies,,vendor1635@vendormail.test,9736865592,"533 Commercial Complex, Jammu and Kashmir",
Northstar Logistics,04ZFKUM4366U5Z4,vendor1636@vendormail.test,9519227107,"714 Market Road, Chandigarh",
Orbit Hosting,33NCQCX8872Z8ZY,vendor1637@vendormail.test,9429775767,"991 Market Road, Tamil Nadu",
Reliable Stationery,02OEUKI2103W8ZC,vendor1638@vendormail.test,9787402631,"808 Industrial Estate, Himachal Pradesh",
Titan Advertising,32BZAIV5901B3Z8,vendor1639@vendormail.test,9907990589,"952 Commercial Complex, Kerala",
Anchor Electricals,18NZLOJ2541U3Z0,vendor1640@vendormail.test,9653890078,"93 Industrial Estate, Assam",
BlueWave IT Services,08LFUSG6030D3ZP,vendor1641@vendormail.test,9921330348,"762 Commercial Complex, Rajasthan",
Reliable Packaging,06FVSBT5734L6Z5,vendor1642@vendormail.test,9183280223,"940 Industrial Estate, Haryana",
Redwood Freight,06VMUIX5636T3Z6,vendor1643@vendormail.test,9982205433,"422 Industrial Estate, Haryana",
Golden Harvest Security Services,02ECGXA9596X2ZC,vendor1644@vendormail.test,9508386051,"3 Market Road, Himachal Pradesh",
Titan Print Works,08VHFRA7149G4ZX,vendor1645@vendormail.test,9527434493,"285 Industrial Estate, Rajasthan",
Ironclad Textiles,06POYAE3469D6ZF,vendor1646@vendormail.test,9388819244,"695 Market Road, Haryana",
Bluepeak Consultants,18WCDFJ9312L1ZQ,vendor1647@vendormail.test,9884069448,"763 Market Road, Assam",
Skyline Engineering,06KQTVZ6469J8ZJ,vendor1648@vendormail.test,9280879615,"263 Industrial Estate, Haryana",
Meridian Distributors,36YUXBK2259D4ZB,vendor1649@vendormail.test,9104582638,"273 Commercial Complex, Telangana",
Silverline Office Supplies,29DJQFB9057B6Z0,vendor1650@vendormail.test,9703881888,"814 Market Road, Karnataka",
CloudNet Logistics,18YKNPB3520R5ZN,vendor1651@vendormail.test,9757692922,"578 Commercial Complex, Assam",
Skyline Hosting,19PBWSM4416G9ZA,vendor1652@vendormail.test,9594833293,"639 Market Road, West Bengal",
Golden Harvest Stationery,19ARAGW7066A2Z3,vendor1653@vendormail.test,9966836993,"323 Industrial Estate, West Bengal",
Reliable Advertising,19JIPPZ1637U7ZU,vendor1654@vendormail.test,9674352446,"956 Commercial Complex, West Bengal",
Titan Electricals,36SDFHB4935A1ZZ,vendor1655@vendormail.test,9356708517,"707 Industrial Estate, Telangana",
Pioneer IT Services,02VWMVT5034M4ZV,vendor1656@vendormail.test,9735370835,"81 Market Road, Himachal Pradesh",
Emerald Packaging,,vendor1657@vendormail.test,9871741746,"151 Industrial Estate, Bihar",
Falcon Freight,19CVFOR2976I1ZI,vendor1658@vendormail.test,9782916505,"295 Commercial Complex, West Bengal",
Skyline Security Services,09TEHAG3154Y1ZA,vendor1659@vendormail.test,9129237306,"99 Industrial Estate, Uttar Pradesh",
Golden Harvest Print Works,29ERERI9000S2ZO,vendor1660@vendormail.test,9460402080,"236 Industrial Estate, Karnataka",
Northstar Textiles,19DYZEH9510I7Z5,vendor1661@vendormail.test,9958827771,"385 Commercial Complex, West Bengal",
BlueWave Consultants,,vendor1662@vendormail.test,9909190747,"990 Market Road, Gujarat",
Titan Engineering,27YFBHO1004U8ZC,vendor1663@vendormail.test,9741469274,"56 Commercial Complex, Maharashtra",
CloudNet Distributors,,vendor1664@vendormail.test,9504497607,"57 Industrial Estate, Rajasthan",
Vertex Office Supplies,,vendor1665@vendormail.test,9874512481,"993 Commercial Complex, Chandigarh",
Horizon Logistics,36EBTXF4064S3ZS,vendor1666@vendormail.test,9444940798,"832 Market Road, Telangana",
Crestline Hosting,22SWFSE5927G9ZJ,vendor1667@vendormail.test,9168749420,"287 Commercial Complex, Chhattisgarh",
Apex Stationery,06EENFN2355G9ZU,vendor1668@vendormail.test,9289624695,"740 Industrial Estate, Haryana",
Metro Advertising,01KMAPS1694X2ZR,vendor1669@vendormail.test,9421364857,"77 Industrial Estate, Jammu and Kashmir",
Skyline Electricals,06EZGJL1430Q4ZO,vendor1670@vendormail.test,9848762234,"660 Commercial Complex, Haryana",
BlueWave IT Services,06SPEQL2850L4ZV,vendor1671@vendormail.test,9693582451,"839 Market Road, Haryana",
Meridian Packaging,,vendor1672@vendormail.test,9322503874,"733 Market Road, Rajasthan",
Delta Freight,27JQTUP6576H1ZR,vendor1673@vendormail.test,9465370381,"575 Commercial Complex, Maharashtra",
Fusion Security Services,02NZIXD3980X4ZA,vendor1674@vendormail.test,9106096057,"494 Industrial Estate, Himachal Pradesh",
Orbit Print Works,03OPHVK8477J8ZW,vendor1675@vendormail.test,9280590086,"761 Market Road, Punjab",
Nimbus Textiles,08TYJJO7242S3ZI,vendor1676@vendormail.test,9591853696,"865 Market Road, Rajasthan",
Sunrise Consultants,,vendor1677@vendormail.test,9979138524,"134 Market Road, Sikkim",
Crestline Engineering,30RGQUT2017Y6ZW,vendor1678@vendormail.test,9893349530,"421 Industrial Estate, Goa",
Silverline Distributors,03DRLXN5346B6ZZ,vendor1679@vendormail.test,9424503190,"496 Industrial Estate, Punjab",
CloudNet Office Supplies,09EHTTZ3553A7ZU,vendor1680@vendormail.test,9390612805,"871 Market Road, Uttar Pradesh",
Bluepeak Logistics,20QHFWS4403P2ZW,vendor1681@vendormail.test,9260371005,"911 Market Road, Jharkhand",
Prime Hosting,04BBRYN1494T6ZP,vendor1682@vendormail.test,9880187800,"992 Industrial Estate, Chandigarh",
Bluepeak Stationery,,vendor1683@vendormail.test,9490252482,"168 Market Road, Haryana",
Titan Advertising,,vendor1684@vendormail.test,9729709553,"455 Commercial Complex, Uttar Pradesh",
Delta Electricals,02LQRHE7776U4ZC,vendor1685@vendormail.test,9601094060,"675 Market Road, Himachal Pradesh",
Sunrise IT Services,03TTTCH5751Q1ZX,vendor1686@vendormail.test,9520615621,"621 Market Road, Punjab",
Skyline Packaging,,vendor1687@vendormail.test,9220764247,"757 Market Road, Chandigarh",
Vertex Freight,27QAGBB2011O3ZM,vendor1688@vendormail.test,9838426797,"74 Market Road, Maharashtra",
Falcon Security Services,,vendor1689@vendormail.test,9285744734,"32 Commercial Complex, Maharashtra",
Pioneer Print Works,,vendor1690@vendormail.test,9865514853,"981 Commercial Complex, Jammu and Kashmir",
Skyline Textiles,09CBLRH4390C1ZW,vendor1691@vendormail.test,9497787418,"805 Industrial Estate, Uttar Pradesh",
Metro Consultants,36NLIKA8055O6ZH,vendor1692@vendormail.test,9386982898,"119 Commercial Complex, Telangana",
Zenith Engineering,03IAJGD8501P1ZJ,vendor1693@vendormail.test,9169836334,"351 Industrial Estate, Punjab",
Orbit Distributors,04ZDCSE8714D5ZN,vendor1694@vendormail.test,9906814708,"379 Market Road, Chandigarh",
Metro Office Supplies,02KQKIQ9174F6ZW,vendor1695@vendormail.test,9331338680,"125 Market Road, Himachal Pradesh",
BlueWave Logistics,22XEADT9941U5ZU,vendor1696@vendormail.test,9973686968,"742 Market Road, Chhattisgarh",
Apex Hosting,01OLUTL3102K4ZP,vendor1697@vendormail.test,9537559983,"40 Industrial Estate, Jammu and Kashmir",
Crestline Stationery,27TPGBW2611Y5ZD,vendor1698@vendormail.test,9127638423,"831 Market Road, Maharashtra",
Northstar Advertising,,vendor1699@vendormail.test,9276889155,"855 Market Road, Chandigarh",
Titan Electricals,,vendor1700@vendormail.test,9218752120,"811 Market Road, Tamil Nadu",
Golden Harvest IT Services,,vendor1701@vendormail.test,9298354109,"529 Market Road, Goa",
Delta Packaging,,vendor1702@vendormail.test,9887033192,"79 Commercial Complex, Bihar",
Ironclad Freight,09QUGES1720E7Z1,vendor1703@vendormail.test,9379815906,"661 Industrial Estate, Uttar Pradesh",
Vertex Security Services,33LPKLH2024C1ZV,vendor1704@vendormail.test,9175237138,"976 Industrial Estate, Tamil Nadu",
Pioneer Print Works,,vendor1705@vendormail.test,9850372528,"900 Commercial Complex, Uttarakhand",
Golden Harvest Textiles,,vendor1706@vendormail.test,9120648153,"754 Commercial Complex, Delhi",
Vertex Consultants,29NRLNA1049Q3ZQ,vendor1707@vendormail.test,9157776122,"516 Market Road, Karnataka",
Emerald Engineering,18CSXET6823O3ZD,vendor1708@vendormail.test,9703364442,"185 Market Road, Assam",
CloudNet Distributors,,vendor1709@vendormail.test,9190083348,"849 Market Road, West Bengal",
Greenfield Office Supplies,,vendor1710@vendormail.test,9188417610,"457 Industrial Estate, Jammu and Kashmir",
Pioneer Logistics,,vendor1711@vendormail.test,9887587794,"120 Market Road, Sikkim",
Golden Harvest Hosting,19BRXKP2808C1Z9,vendor1712@vendormail.test,9390842834,"2 Market Road, West Bengal",
CloudNet Stationery,,vendor1713@vendormail.test,9709870598,"185 Market Road, Telangana",
Silverline Advertising,,vendor1714@vendormail.test,9519919239,"920 Commercial Complex, Chhattisgarh",
Metro Electricals,,vendor1715@vendormail.test,9931640926,"542 Commercial Complex, Jammu and Kashmir",
CloudNet IT Services,,vendor1716@vendormail.test,9334659833,"836 Market Road, Delhi",
Northstar Packaging,,vendor1717@vendormail.test,9147291586,"401 Commercial Complex, Assam",
Ironclad Freight,22LUIAQ1604K1ZD,vendor1718@vendormail.test,9688838683,"224 Industrial Estate, Chhattisgarh",
Horizon Security Services,,vendor1719@vendormail.test,9487306306,"50 Market Road, Haryana",
Ironclad Print Works,23VJZJL5833J2ZS,vendor1720@vendormail.test,9931974243,"70 Industrial Estate, Madhya Pradesh",
Prime Textiles,03KJSPT1693O7ZF,vendor1721@vendormail.test,9724124270,"121 Market Road, Punjab",
Zenith Consultants,10PNKNP4883E2Z2,vendor1722@vendormail.test,9575074476,"286 Market Road, Bihar",
Falcon Engineering,,vendor1723@vendormail.test,9227667716,"786 Commercial Complex, Punjab",
Horizon Distributors,18ASRBE9088K4ZG,vendor1724@vendormail.test,9456916520,"839 Commercial Complex, Assam",
Fusion Office Supplies,,vendor1725@vendormail.test,9242026530,"915 Industrial Estate, Kerala",
Northstar Logistics,33NVKXY1964G7Z5,vendor1726@vendormail.test,9412606471,"569 Commercial Complex, Tamil Nadu",
Delta Hosting,,vendor1727@vendormail.test,9606786407,"975 Commercial Complex, West Bengal",
Titan Stationery,11YXGRZ9090J4ZI,vendor1728@vendormail.test,9633079407,"2 Market Road, Sikkim",
