company_name,category_name,month,amount
BlueWave Enterprises,Bank Charges,2024-01,199677.56
BlueWave Enterprises,Bank Charges,2024-02,219673.22
BlueWave Enterprises,Bank Charges,2024-03,173537.89
BlueWave Enterprises,Bank Charges,2024-04,165906.3
BlueWave Enterprises,Bank Charges,2024-05,208351.45
BlueWave Enterprises,Bank Charges,2024-06,218377.15
BlueWave Enterprises,Bank Charges,2024-07,211819.91
BlueWave Enterprises,Bank Charges,2024-08,220662.12
BlueWave Enterprises,Bank Charges,2024-09,182501.44
BlueWave Enterprises,Bank Charges,2024-10,213228.45
BlueWave Enterprises,Bank Charges,2024-11,216844.65
BlueWave Enterprises,Bank Charges,2024-12,172846.5
BlueWave Enterprises,Bank Charges,2025-01,177499.18
BlueWave Enterprises,Bank Charges,2025-02,190034.93
BlueWave Enterprises,Bank Charges,2025-03,220276.07
BlueWave Enterprises,Bank Charges,2025-04,208574.37
BlueWave Enterprises,Bank Charges,2025-05,170189.19
BlueWave Enterprises,Bank Charges,2025-06,190495.9
BlueWave Enterprises,Bank Charges,2025-07,193713.75
BlueWave Enterprises,Bank Charges,2025-08,165190.06
BlueWave Enterprises,Bank Charges,2025-09,201900.19
BlueWave Enterprises,Bank Charges,2025-10,202309.94
BlueWave Enterprises,Bank Charges,2025-11,205764.28
BlueWave Enterprises,Bank Charges,2025-12,182610.59
BlueWave Enterprises,Bank Charges,2026-01,166267.44
BlueWave Enterprises,Bank Charges,2026-02,194256.99
BlueWave Enterprises,Bank Charges,2026-03,182216.59
BlueWave Enterprises,Bank Charges,2026-04,213155.71
BlueWave Enterprises,Bank Charges,2026-05,218537.7
BlueWave Enterprises,Bank Charges,2026-06,166866.93
BlueWave Enterprises,Bank Charges,2026-07,194990.17
BlueWave Enterprises,Other Expense,2022-01,372443.61
BlueWave Enterprises,Other Expense,2022-02,368489.26
BlueWave Enterprises,Other Expense,2022-03,353184.59
BlueWave Enterprises,Other Expense,2022-04,385344.98
BlueWave Enterprises,Other Expense,2022-05,341377.8
BlueWave Enterprises,Other Expense,2022-06,393862.18
BlueWave Enterprises,Other Expense,2022-07,362534.78
BlueWave Enterprises,Other Expense,2022-08,354124.22
BlueWave Enterprises,Other Expense,2022-09,393607.93
BlueWave Enterprises,Other Expense,2022-10,348151.84
BlueWave Enterprises,Other Expense,2022-11,373601.0
BlueWave Enterprises,Other Expense,2022-12,420057.97
BlueWave Enterprises,Other Expense,2023-01,401200.91
BlueWave Enterprises,Other Expense,2023-02,436007.37
BlueWave Enterprises,Other Expense,2023-03,428530.25
BlueWave Enterprises,Other Expense,2023-04,404970.19
BlueWave Enterprises,Other Expense,2023-05,385842.45
BlueWave Enterprises,Other Expense,2023-06,453132.74
BlueWave Enterprises,Other Expense,2023-07,376131.83
BlueWave Enterprises,Other Expense,2023-08,396742.7
BlueWave Enterprises,Other Expense,2023-09,432894.75
BlueWave Enterprises,Other Expense,2023-10,393736.03
BlueWave Enterprises,Other Expense,2023-11,364493.0
BlueWave Enterprises,Other Expense,2023-12,416539.02
BlueWave Enterprises,Other Expense,2024-01,377528.43
BlueWave Enterprises,Other Expense,2024-02,370140.11
BlueWave Enterprises,Other Expense,2024-03,383807.98
BlueWave Enterprises,Other Expense,2024-04,441353.82
BlueWave Enterprises,Other Expense,2024-05,383427.64
BlueWave Enterprises,Other Expense,2024-06,356229.33
BlueWave Enterprises,Other Expense,2024-07,410418.99
BlueWave Enterprises,Other Expense,2024-08,432234.06
BlueWave Enterprises,Other Expense,2024-09,447723.89
BlueWave Enterprises,Other Expense,2024-10,346952.85
BlueWave Enterprises,Other Expense,2024-11,361732.13
BlueWave Enterprises,Other Expense,2024-12,359068.77
BlueWave Enterprises,Other Expense,2025-01,408409.96
BlueWave Enterprises,Other Expense,2025-02,428245.64
BlueWave Enterprises,Other Expense,2025-03,408910.97
BlueWave Enterprises,Other Expense,2025-04,358011.17
BlueWave Enterprises,Other Expense,2025-05,448142.99
BlueWave Enterprises,Other Expense,2025-06,395089.11
BlueWave Enterprises,Other Expense,2025-07,426865.72
BlueWave Enterprises,Other Expense,2025-08,414567.34
BlueWave Enterprises,Other Expense,2025-09,345021.14
BlueWave Enterprises,Other Expense,2025-10,441391.54
BlueWave Enterprises,Other Expense,2025-11,436095.55
BlueWave Enterprises,Other Expense,2025-12,352753.89
BlueWave Enterprises,Other Expense,2026-01,433732.95
BlueWave Enterprises,Other Expense,2026-02,453552.24
BlueWave Enterprises,Other Expense,2026-03,413204.34
BlueWave Enterprises,Other Expense,2026-04,378001.62
BlueWave Enterprises,Other Expense,2026-05,416737.86
BlueWave Enterprises,Other Expense,2026-06,395908.36
BlueWave Enterprises,Other Expense,2026-07,361517.09
BlueWave Enterprises,Raw Materials,2022-01,151520.89
BlueWave Enterprises,Raw Materials,2022-02,140755.5
BlueWave Enterprises,Raw Materials,2022-03,174872.71
BlueWave Enterprises,Raw Materials,2022-04,161638.78
BlueWave Enterprises,Raw Materials,2022-05,163682.59
BlueWave Enterprises,Raw Materials,2022-06,148236.56
BlueWave Enterprises,Raw Materials,2022-07,168157.21
BlueWave Enterprises,Raw Materials,2022-08,160888.67
BlueWave Enterprises,Raw Materials,2022-09,168578.08
BlueWave Enterprises,Raw Materials,2022-10,149766.4
BlueWave Enterprises,Raw Materials,2022-11,136703.06
BlueWave Enterprises,Raw Materials,2022-12,167585.11
BlueWave Enterprises,Raw Materials,2023-01,134999.59
BlueWave Enterprises,Raw Materials,2023-02,156969.23
BlueWave Enterprises,Raw Materials,2023-03,145778.67
BlueWave Enterprises,Raw Materials,2023-04,156392.7
BlueWave Enterprises,Raw Materials,2023-05,172622.95
BlueWave Enterprises,Raw Materials,2023-06,141130.07
BlueWave Enterprises,Raw Materials,2023-07,135544.55
BlueWave Enterprises,Raw Materials,2023-08,174201.68
BlueWave Enterprises,Raw Materials,2023-09,151935.66
BlueWave Enterprises,Raw Materials,2023-10,136746.88
BlueWave Enterprises,Raw Materials,2023-11,164787.51
BlueWave Enterprises,Raw Materials,2023-12,160036.26
BlueWave Enterprises,Raw Materials,2024-01,173461.61
BlueWave Enterprises,Raw Materials,2024-02,173019.03
BlueWave Enterprises,Raw Materials,2024-03,155766.85
BlueWave Enterprises,Raw Materials,2024-04,154984.94
BlueWave Enterprises,Raw Materials,2024-05,171505.49
BlueWave Enterprises,Raw Materials,2024-06,154261.31
BlueWave Enterprises,Raw Materials,2024-07,159450.65
BlueWave Enterprises,Raw Materials,2024-08,145652.72
BlueWave Enterprises,Raw Materials,2024-09,153462.96
BlueWave Enterprises,Raw Materials,2024-10,142500.23
BlueWave Enterprises,Raw Materials,2024-11,160187.47
BlueWave Enterprises,Raw Materials,2024-12,153855.02
BlueWave Enterprises,Raw Materials,2025-01,166954.47
BlueWave Enterprises,Raw Materials,2025-02,166969.68
BlueWave Enterprises,Raw Materials,2025-03,141471.42
BlueWave Enterprises,Raw Materials,2025-04,164748.86
BlueWave Enterprises,Raw Materials,2025-05,142060.38
BlueWave Enterprises,Raw Materials,2025-06,163686.84
BlueWave Enterprises,Raw Materials,2025-07,174740.46
BlueWave Enterprises,Raw Materials,2025-08,163459.68
BlueWave Enterprises,Raw Materials,2025-09,147514.16
BlueWave Enterprises,Raw Materials,2025-10,146952.32
BlueWave Enterprises,Raw Materials,2025-11,132249.54
BlueWave Enterprises,Raw Materials,2025-12,173096.94
BlueWave Enterprises,Raw Materials,2026-01,172957.73
BlueWave Enterprises,Raw Materials,2026-02,142955.38
BlueWave Enterprises,Raw Materials,2026-03,148175.96
BlueWave Enterprises,Raw Materials,2026-04,154928.53
BlueWave Enterprises,Raw Materials,2026-05,169687.18
BlueWave Enterprises,Raw Materials,2026-06,142706.51
BlueWave Enterprises,Raw Materials,2026-07,141570.86
BlueWave Enterprises,Equipment Purchase,2022-01,98496.47
BlueWave Enterprises,Equipment Purchase,2022-02,105027.57
BlueWave Enterprises,Equipment Purchase,2022-03,96280.58
BlueWave Enterprises,Equipment Purchase,2022-04,96049.13
BlueWave Enterprises,Equipment Purchase,2022-05,85240.95
BlueWave Enterprises,Equipment Purchase,2022-06,86846.48
BlueWave Enterprises,Equipment Purchase,2022-07,94499.48
BlueWave Enterprises,Equipment Purchase,2022-08,100885.14
BlueWave Enterprises,Equipment Purchase,2022-09,84022.16
BlueWave Enterprises,Equipment Purchase,2022-10,97691.57
BlueWave Enterprises,Equipment Purchase,2022-11,82552.74
BlueWave Enterprises,Equipment Purchase,2022-12,108422.81
BlueWave Enterprises,Equipment Purchase,2023-01,98679.04
BlueWave Enterprises,Equipment Purchase,2023-02,95092.28
BlueWave Enterprises,Equipment Purchase,2023-03,84633.55
BlueWave Enterprises,Equipment Purchase,2023-04,91204.94
BlueWave Enterprises,Equipment Purchase,2023-05,106991.5
BlueWave Enterprises,Equipment Purchase,2023-06,83381.06
BlueWave Enterprises,Equipment Purchase,2023-07,95111.77
BlueWave Enterprises,Equipment Purchase,2023-08,96799.36
BlueWave Enterprises,Equipment Purchase,2023-09,89311.78
BlueWave Enterprises,Equipment Purchase,2023-10,111270.19
BlueWave Enterprises,Equipment Purchase,2023-11,96499.12
BlueWave Enterprises,Equipment Purchase,2023-12,83384.62
BlueWave Enterprises,Equipment Purchase,2024-01,103244.59
BlueWave Enterprises,Equipment Purchase,2024-02,108531.79
BlueWave Enterprises,Equipment Purchase,2024-03,105742.44
BlueWave Enterprises,Equipment Purchase,2024-04,107387.87
BlueWave Enterprises,Equipment Purchase,2024-05,84029.75
BlueWave Enterprises,Equipment Purchase,2024-06,96931.62
BlueWave Enterprises,Equipment Purchase,2024-07,91386.76
BlueWave Enterprises,Equipment Purchase,2024-08,105947.49
BlueWave Enterprises,Equipment Purchase,2024-09,90538.99
BlueWave Enterprises,Equipment Purchase,2024-10,100595.23
BlueWave Enterprises,Equipment Purchase,2024-11,100128.16
BlueWave Enterprises,Equipment Purchase,2024-12,96241.41
BlueWave Enterprises,Equipment Purchase,2025-01,108937.31
BlueWave Enterprises,Equipment Purchase,2025-02,88590.21
BlueWave Enterprises,Equipment Purchase,2025-03,101143.73
BlueWave Enterprises,Equipment Purchase,2025-04,85445.77
BlueWave Enterprises,Equipment Purchase,2025-05,105702.6
BlueWave Enterprises,Equipment Purchase,2025-06,97356.71
BlueWave Enterprises,Equipment Purchase,2025-07,83681.12
BlueWave Enterprises,Equipment Purchase,2025-08,110582.0
BlueWave Enterprises,Equipment Purchase,2025-09,85590.23
BlueWave Enterprises,Equipment Purchase,2025-10,85858.88
BlueWave Enterprises,Equipment Purchase,2025-11,102300.26
BlueWave Enterprises,Equipment Purchase,2025-12,108387.53
BlueWave Enterprises,Equipment Purchase,2026-01,87174.91
BlueWave Enterprises,Equipment Purchase,2026-02,107101.12
BlueWave Enterprises,Equipment Purchase,2026-03,111345.88
BlueWave Enterprises,Equipment Purchase,2026-04,84298.0
BlueWave Enterprises,Equipment Purchase,2026-05,91034.1
BlueWave Enterprises,Equipment Purchase,2026-06,108954.04
BlueWave Enterprises,Equipment Purchase,2026-07,96056.29
BlueWave Enterprises,Insurance,2022-01,273514.3
BlueWave Enterprises,Insurance,2022-02,310571.42
BlueWave Enterprises,Insurance,2022-03,282305.3
BlueWave Enterprises,Insurance,2022-04,333345.33
BlueWave Enterprises,Insurance,2022-05,331012.75
BlueWave Enterprises,Insurance,2022-06,333070.84
BlueWave Enterprises,Insurance,2022-07,325947.59
BlueWave Enterprises,Insurance,2022-08,302055.49
BlueWave Enterprises,Insurance,2022-09,278813.27
BlueWave Enterprises,Insurance,2022-10,288243.87
BlueWave Enterprises,Insurance,2022-11,263009.57
BlueWave Enterprises,Insurance,2022-12,302794.88
BlueWave Enterprises,Insurance,2023-01,329989.4
BlueWave Enterprises,Insurance,2023-02,284571.34
BlueWave Enterprises,Insurance,2023-03,313711.74
BlueWave Enterprises,Insurance,2023-04,273629.29
BlueWave Enterprises,Insurance,2023-05,281050.5
BlueWave Enterprises,Insurance,2023-06,263021.83
BlueWave Enterprises,Insurance,2023-07,251904.94
BlueWave Enterprises,Insurance,2023-08,292906.1
BlueWave Enterprises,Insurance,2023-09,325998.27
BlueWave Enterprises,Insurance,2023-10,259812.5
BlueWave Enterprises,Insurance,2023-11,266427.61
BlueWave Enterprises,Insurance,2023-12,266320.77
BlueWave Enterprises,Insurance,2024-01,329948.57
BlueWave Enterprises,Insurance,2024-02,269098.64
BlueWave Enterprises,Insurance,2024-03,254924.03
BlueWave Enterprises,Insurance,2024-04,303847.28
BlueWave Enterprises,Insurance,2024-05,323826.08
BlueWave Enterprises,Insurance,2024-06,311780.99
BlueWave Enterprises,Insurance,2024-07,304128.31
BlueWave Enterprises,Insurance,2024-08,269072.46
BlueWave Enterprises,Insurance,2024-09,324146.23
BlueWave Enterprises,Insurance,2024-10,267175.22
BlueWave Enterprises,Insurance,2024-11,295689.47
BlueWave Enterprises,Insurance,2024-12,262920.79
BlueWave Enterprises,Insurance,2025-01,282794.47
BlueWave Enterprises,Insurance,2025-02,298302.91
BlueWave Enterprises,Insurance,2025-03,270354.44
BlueWave Enterprises,Insurance,2025-04,247871.71
BlueWave Enterprises,Insurance,2025-05,302588.96
BlueWave Enterprises,Insurance,2025-06,282768.72
BlueWave Enterprises,Insurance,2025-07,250223.49
BlueWave Enterprises,Insurance,2025-08,315189.78
BlueWave Enterprises,Insurance,2025-09,265751.26
BlueWave Enterprises,Insurance,2025-10,293652.61
BlueWave Enterprises,Insurance,2025-11,308246.72
BlueWave Enterprises,Insurance,2025-12,323236.87
BlueWave Enterprises,Insurance,2026-01,318895.97
BlueWave Enterprises,Insurance,2026-02,289565.35
BlueWave Enterprises,Insurance,2026-03,251987.95
BlueWave Enterprises,Insurance,2026-04,259365.89
BlueWave Enterprises,Insurance,2026-05,270358.91
BlueWave Enterprises,Insurance,2026-06,332978.75
BlueWave Enterprises,Insurance,2026-07,269526.88
BlueWave Enterprises,Repairs & Maintenance,2022-01,367602.7
BlueWave Enterprises,Repairs & Maintenance,2022-02,408127.33
BlueWave Enterprises,Repairs & Maintenance,2022-03,362025.67
BlueWave Enterprises,Repairs & Maintenance,2022-04,446225.93
BlueWave Enterprises,Repairs & Maintenance,2022-05,362829.1
BlueWave Enterprises,Repairs & Maintenance,2022-06,442332.37
BlueWave Enterprises,Repairs & Maintenance,2022-07,398828.8
BlueWave Enterprises,Repairs & Maintenance,2022-08,392408.96
BlueWave Enterprises,Repairs & Maintenance,2022-09,404036.85
BlueWave Enterprises,Repairs & Maintenance,2022-10,356989.48
BlueWave Enterprises,Repairs & Maintenance,2022-11,350616.34
BlueWave Enterprises,Repairs & Maintenance,2022-12,419380.84
BlueWave Enterprises,Repairs & Maintenance,2023-01,357128.28
BlueWave Enterprises,Repairs & Maintenance,2023-02,371374.8
BlueWave Enterprises,Repairs & Maintenance,2023-03,426756.87
BlueWave Enterprises,Repairs & Maintenance,2023-04,335074.43
BlueWave Enterprises,Repairs & Maintenance,2023-05,348927.75
BlueWave Enterprises,Repairs & Maintenance,2023-06,367950.24
BlueWave Enterprises,Repairs & Maintenance,2023-07,434757.85
BlueWave Enterprises,Repairs & Maintenance,2023-08,362313.05
BlueWave Enterprises,Repairs & Maintenance,2023-09,428323.53
BlueWave Enterprises,Repairs & Maintenance,2023-10,410934.05
BlueWave Enterprises,Repairs & Maintenance,2023-11,413606.47
BlueWave Enterprises,Repairs & Maintenance,2023-12,358101.15
BlueWave Enterprises,Repairs & Maintenance,2024-01,422076.16
BlueWave Enterprises,Repairs & Maintenance,2024-02,427823.01
BlueWave Enterprises,Repairs & Maintenance,2024-03,372530.37
BlueWave Enterprises,Repairs & Maintenance,2024-04,424295.35
BlueWave Enterprises,Repairs & Maintenance,2024-05,447833.09
BlueWave Enterprises,Repairs & Maintenance,2024-06,401043.78
BlueWave Enterprises,Repairs & Maintenance,2024-07,428906.91
BlueWave Enterprises,Repairs & Maintenance,2024-08,344653.83
BlueWave Enterprises,Repairs & Maintenance,2024-09,381134.87
BlueWave Enterprises,Repairs & Maintenance,2024-10,375386.25
BlueWave Enterprises,Repairs & Maintenance,2024-11,407294.75
BlueWave Enterprises,Repairs & Maintenance,2024-12,332649.1
BlueWave Enterprises,Repairs & Maintenance,2025-01,392401.01
BlueWave Enterprises,Repairs & Maintenance,2025-02,429948.72
BlueWave Enterprises,Repairs & Maintenance,2025-03,406653.95
BlueWave Enterprises,Repairs & Maintenance,2025-04,381665.36
BlueWave Enterprises,Repairs & Maintenance,2025-05,343603.87
BlueWave Enterprises,Repairs & Maintenance,2025-06,416387.33
BlueWave Enterprises,Repairs & Maintenance,2025-07,381430.68
BlueWave Enterprises,Repairs & Maintenance,2025-08,357244.01
BlueWave Enterprises,Repairs & Maintenance,2025-09,336258.78
BlueWave Enterprises,Repairs & Maintenance,2025-10,436257.06
BlueWave Enterprises,Repairs & Maintenance,2025-11,362021.29
BlueWave Enterprises,Repairs & Maintenance,2025-12,392950.4
BlueWave Enterprises,Repairs & Maintenance,2026-01,384511.38
BlueWave Enterprises,Repairs & Maintenance,2026-02,345159.44
BlueWave Enterprises,Repairs & Maintenance,2026-03,387888.83
BlueWave Enterprises,Repairs & Maintenance,2026-04,426270.16
BlueWave Enterprises,Repairs & Maintenance,2026-05,354914.16
BlueWave Enterprises,Repairs & Maintenance,2026-06,393293.6
BlueWave Enterprises,Repairs & Maintenance,2026-07,352085.64
Everest LLP,Office Supplies,2022-01,34123.19
Everest LLP,Office Supplies,2022-02,35912.95
Everest LLP,Office Supplies,2022-03,37340.35
Everest LLP,Office Supplies,2022-04,35716.75
Everest LLP,Office Supplies,2022-05,40197.66
Everest LLP,Office Supplies,2022-06,44522.38
Everest LLP,Office Supplies,2022-07,33038.47
Everest LLP,Office Supplies,2022-08,41619.22
Everest LLP,Office Supplies,2022-09,42993.57
Everest LLP,Office Supplies,2022-10,43486.89
Everest LLP,Office Supplies,2022-11,38339.56
Everest LLP,Office Supplies,2022-12,43867.81
Everest LLP,Office Supplies,2023-01,42491.53
Everest LLP,Office Supplies,2023-02,33844.34
Everest LLP,Office Supplies,2023-03,37850.61
Everest LLP,Office Supplies,2023-04,34566.59
Everest LLP,Office Supplies,2023-05,41912.75
Everest LLP,Office Supplies,2023-06,37917.3
Everest LLP,Office Supplies,2023-07,38518.53
Everest LLP,Office Supplies,2023-08,38862.34
Everest LLP,Office Supplies,2023-09,35051.93
Everest LLP,Office Supplies,2023-10,36791.68
Everest LLP,Office Supplies,2023-11,33635.18
Everest LLP,Office Supplies,2023-12,41500.83
Everest LLP,Office Supplies,2024-01,38071.06
Everest LLP,Office Supplies,2024-02,42155.1
Everest LLP,Office Supplies,2024-03,37223.68
Everest LLP,Office Supplies,2024-04,33307.14
Everest LLP,Office Supplies,2024-05,44046.36
Everest LLP,Office Supplies,2024-06,43419.42
Everest LLP,Office Supplies,2024-07,44093.62
Everest LLP,Office Supplies,2024-08,34896.93
Everest LLP,Office Supplies,2024-09,34945.95
Everest LLP,Office Supplies,2024-10,39171.34
Everest LLP,Office Supplies,2024-11,34677.86
Everest LLP,Office Supplies,2024-12,35675.95
Everest LLP,Office Supplies,2025-01,36365.67
Everest LLP,Office Supplies,2025-02,42475.79
Everest LLP,Office Supplies,2025-03,33274.99
Everest LLP,Office Supplies,2025-04,42535.18
Everest LLP,Office Supplies,2025-05,39643.67
Everest LLP,Office Supplies,2025-06,42119.35
Everest LLP,Office Supplies,2025-07,43457.22
Everest LLP,Office Supplies,2025-08,43633.87
Everest LLP,Office Supplies,2025-09,39471.81
Everest LLP,Office Supplies,2025-10,41200.43
Everest LLP,Office Supplies,2025-11,43546.68
Everest LLP,Office Supplies,2025-12,33581.7
Everest LLP,Office Supplies,2026-01,38109.21
Everest LLP,Office Supplies,2026-02,39372.44
Everest LLP,Office Supplies,2026-03,37240.69
Everest LLP,Office Supplies,2026-04,35312.47
Everest LLP,Office Supplies,2026-05,43231.21
Everest LLP,Office Supplies,2026-06,38176.51
Everest LLP,Office Supplies,2026-07,39766.98
Everest LLP,Rent,2022-01,274911.92
Everest LLP,Rent,2022-02,293782.54
Everest LLP,Rent,2022-03,316018.43
Everest LLP,Rent,2022-04,308735.99
Everest LLP,Rent,2022-05,252478.05
Everest LLP,Rent,2022-06,291595.63
Everest LLP,Rent,2022-07,251777.52
Everest LLP,Rent,2022-08,320354.53
Everest LLP,Rent,2022-09,296211.11
Everest LLP,Rent,2022-10,307450.98
Everest LLP,Rent,2022-11,294689.47
Everest LLP,Rent,2022-12,330917.73
Everest LLP,Rent,2023-01,288517.06
Everest LLP,Rent,2023-02,266593.27
Everest LLP,Rent,2023-03,319334.46
Everest LLP,Rent,2023-04,260179.78
Everest LLP,Rent,2023-05,300943.04
Everest LLP,Rent,2023-06,318124.12
Everest LLP,Rent,2023-07,276835.06
Everest LLP,Rent,2023-08,263142.04
Everest LLP,Rent,2023-09,333290.78
Everest LLP,Rent,2023-10,292975.61
Everest LLP,Rent,2023-11,332455.21
Everest LLP,Rent,2023-12,294196.34
Everest LLP,Rent,2024-01,328788.3
Everest LLP,Rent,2024-02,327844.81
Everest LLP,Rent,2024-03,270309.3
Everest LLP,Rent,2024-04,316465.07
Everest LLP,Rent,2024-05,285617.28
Everest LLP,Rent,2024-06,329815.31
Everest LLP,Rent,2024-07,284122.99
Everest LLP,Rent,2024-08,253329.94
Everest LLP,Rent,2024-09,310287.97
Everest LLP,Rent,2024-10,287306.01
Everest LLP,Rent,2024-11,286056.97
Everest LLP,Rent,2024-12,247688.07
Everest LLP,Rent,2025-01,257217.96
Everest LLP,Rent,2025-02,321611.63
Everest LLP,Rent,2025-03,289764.06
Everest LLP,Rent,2025-04,272889.04
Everest LLP,Rent,2025-05,299383.91
Everest LLP,Rent,2025-06,306182.34
Everest LLP,Rent,2025-07,293653.53
Everest LLP,Rent,2025-08,287782.41
Everest LLP,Rent,2025-09,297908.85
Everest LLP,Rent,2025-10,247444.92
Everest LLP,Rent,2025-11,303148.62
Everest LLP,Rent,2025-12,309936.38
Everest LLP,Rent,2026-01,259551.28
Everest LLP,Rent,2026-02,325770.26
Everest LLP,Rent,2026-03,289292.41
Everest LLP,Rent,2026-04,269211.63
Everest LLP,Rent,2026-05,268371.83
Everest LLP,Rent,2026-06,299618.76
Everest LLP,Rent,2026-07,262294.63
Everest LLP,Utilities,2022-01,358812.39
Everest LLP,Utilities,2022-02,365815.51
Everest LLP,Utilities,2022-03,394414.88
Everest LLP,Utilities,2022-04,410416.96
Everest LLP,Utilities,2022-05,369274.35
Everest LLP,Utilities,2022-06,336296.81
Everest LLP,Utilities,2022-07,366939.56
Everest LLP,Utilities,2022-08,324205.33
Everest LLP,Utilities,2022-09,334028.73
Everest LLP,Utilities,2022-10,351430.28
Everest LLP,Utilities,2022-11,397151.9
Everest LLP,Utilities,2022-12,339831.12
Everest LLP,Utilities,2023-01,394227.33
Everest LLP,Utilities,2023-02,371753.75
Everest LLP,Utilities,2023-03,393623.35
Everest LLP,Utilities,2023-04,315466.56
Everest LLP,Utilities,2023-05,354582.55
Everest LLP,Utilities,2023-06,402383.58
Everest LLP,Utilities,2023-07,392375.27
Everest LLP,Utilities,2023-08,400619.6
Everest LLP,Utilities,2023-09,328309.56
Everest LLP,Utilities,2023-10,396341.66
Everest LLP,Utilities,2023-11,342761.51
Everest LLP,Utilities,2023-12,320470.05
Everest LLP,Utilities,2024-01,341772.53
Everest LLP,Utilities,2024-02,350157.42
Everest LLP,Utilities,2024-03,390641.48
Everest LLP,Utilities,2024-04,394169.14
Everest LLP,Utilities,2024-05,348580.29
Everest LLP,Utilities,2024-06,316948.26
Everest LLP,Utilities,2024-07,321242.26
Everest LLP,Utilities,2024-08,407625.77
Everest LLP,Utilities,2024-09,390257.06
Everest LLP,Utilities,2024-10,323462.03
Everest LLP,Utilities,2024-11,368124.63
Everest LLP,Utilities,2024-12,383268.48
Everest LLP,Utilities,2025-01,335337.31
Everest LLP,Utilities,2025-02,313916.64
Everest LLP,Utilities,2025-03,384808.07
Everest LLP,Utilities,2025-04,390767.96
Everest LLP,Utilities,2025-05,409365.76
Everest LLP,Utilities,2025-06,322205.3
Everest LLP,Utilities,2025-07,337519.73
Everest LLP,Utilities,2025-08,321800.66
Everest LLP,Utilities,2025-09,400008.43
Everest LLP,Utilities,2025-10,305809.01
Everest LLP,Utilities,2025-11,357675.59
Everest LLP,Utilities,2025-12,305785.68
Everest LLP,Utilities,2026-01,381980.76
Everest LLP,Utilities,2026-02,305345.0
Everest LLP,Utilities,2026-03,351556.54
Everest LLP,Utilities,2026-04,344754.09
Everest LLP,Utilities,2026-05,391997.52
Everest LLP,Utilities,2026-06,309801.45
Everest LLP,Utilities,2026-07,330968.86
Everest LLP,Salaries,2022-01,357872.29
Everest LLP,Salaries,2022-02,404123.38
Everest LLP,Salaries,2022-03,389415.13
Everest LLP,Salaries,2022-04,427275.75
Everest LLP,Salaries,2022-05,414317.57
Everest LLP,Salaries,2022-06,339405.12
Everest LLP,Salaries,2022-07,426576.31
Everest LLP,Salaries,2022-08,447534.04
Everest LLP,Salaries,2022-09,345638.78
Everest LLP,Salaries,2022-10,449734.85
Everest LLP,Salaries,2022-11,348121.02
Everest LLP,Salaries,2022-12,361019.26
Everest LLP,Salaries,2023-01,446614.96
Everest LLP,Salaries,2023-02,373187.28
Everest LLP,Salaries,2023-03,442288.28
Everest LLP,Salaries,2023-04,386460.49
Everest LLP,Salaries,2023-05,412908.17
Everest LLP,Salaries,2023-06,391022.44
Everest LLP,Salaries,2023-07,334977.0
Everest LLP,Salaries,2023-08,341008.78
Everest LLP,Salaries,2023-09,396637.06
Everest LLP,Salaries,2023-10,402824.2
Everest LLP,Salaries,2023-11,338029.36
Everest LLP,Salaries,2023-12,395751.53
Everest LLP,Salaries,2024-01,389823.05
Everest LLP,Salaries,2024-02,384197.82
Everest LLP,Salaries,2024-03,439400.33
Everest LLP,Salaries,2024-04,430006.68
Everest LLP,Salaries,2024-05,402399.99
Everest LLP,Salaries,2024-06,402580.13
Everest LLP,Salaries,2024-07,371675.83
Everest LLP,Salaries,2024-08,345131.52
Everest LLP,Salaries,2024-09,408175.37
Everest LLP,Salaries,2024-10,448836.66
Everest LLP,Salaries,2024-11,343071.04
Everest LLP,Salaries,2024-12,363743.48
Everest LLP,Salaries,2025-01,424689.6
Everest LLP,Salaries,2025-02,443148.72
Everest LLP,Salaries,2025-03,356001.09
Everest LLP,Salaries,2025-04,355584.94
Everest LLP,Salaries,2025-05,357339.73
Everest LLP,Salaries,2025-06,390893.94
Everest LLP,Salaries,2025-07,336087.91
Everest LLP,Salaries,2025-08,341119.48
Everest LLP,Salaries,2025-09,447947.18
Everest LLP,Salaries,2025-10,384222.08
Everest LLP,Salaries,2025-11,397306.26
Everest LLP,Salaries,2025-12,445907.34
Everest LLP,Salaries,2026-01,363870.55
Everest LLP,Salaries,2026-02,396942.4
Everest LLP,Salaries,2026-03,418284.99
Everest LLP,Salaries,2026-04,409631.04
Everest LLP,Salaries,2026-05,351701.86
Everest LLP,Salaries,2026-06,431713.66
Everest LLP,Salaries,2026-07,358844.88
Everest LLP,Travel,2022-01,173379.54
Everest LLP,Travel,2022-02,210007.94
Everest LLP,Travel,2022-03,220097.14
Everest LLP,Travel,2022-04,174402.59
Everest LLP,Travel,2022-05,175352.6
Everest LLP,Travel,2022-06,198875.37
Everest LLP,Travel,2022-07,177582.98
Everest LLP,Travel,2022-08,165496.42
Everest LLP,Travel,2022-09,164983.97
Everest LLP,Travel,2022-10,196116.55
Everest LLP,Travel,2022-11,190392.79
Everest LLP,Travel,2022-12,201935.67
Everest LLP,Travel,2023-01,220748.55
Everest LLP,Travel,2023-02,163785.89
Everest LLP,Travel,2023-03,205460.45
Everest LLP,Travel,2023-04,198239.06
Everest LLP,Travel,2023-05,184442.17
